"Country","1970Q1","1970Q2","1970Q3","1970Q4","1971Q1","1971Q2","1971Q3","1971Q4","1972Q1","1972Q2","1972Q3","1972Q4","1973Q1","1973Q2","1973Q3","1973Q4","1974Q1","1974Q2","1974Q3","1974Q4","1975Q1","1975Q2","1975Q3","1975Q4","1976Q1","1976Q2","1976Q3","1976Q4","1977Q1","1977Q2","1977Q3","1977Q4","1978Q1","1978Q2","1978Q3","1978Q4","1979Q1","1979Q2","1979Q3","1979Q4","1980Q1","1980Q2","1980Q3","1980Q4","1981Q1","1981Q2","1981Q3","1981Q4","1982Q1","1982Q2","1982Q3","1982Q4","1983Q1","1983Q2","1983Q3","1983Q4","1984Q1","1984Q2","1984Q3","1984Q4","1985Q1","1985Q2","1985Q3","1985Q4","1986Q1","1986Q2","1986Q3","1986Q4","1987Q1","1987Q2","1987Q3","1987Q4","1988Q1","1988Q2","1988Q3","1988Q4","1989Q1","1989Q2","1989Q3","1989Q4","1990Q1","1990Q2","1990Q3","1990Q4","1991Q1","1991Q2","1991Q3","1991Q4","1992Q1","1992Q2","1992Q3","1992Q4","1993Q1","1993Q2","1993Q3","1993Q4","1994Q1","1994Q2","1994Q3","1994Q4","1995Q1","1995Q2","1995Q3","1995Q4","1996Q1","1996Q2","1996Q3","1996Q4","1997Q1","1997Q2","1997Q3","1997Q4","1998Q1","1998Q2","1998Q3","1998Q4","1999Q1","1999Q2","1999Q3","1999Q4","2000Q1","2000Q2","2000Q3","2000Q4","2001Q1","2001Q2","2001Q3","2001Q4","2002Q1","2002Q2","2002Q3","2002Q4","2003Q1","2003Q2","2003Q3","2003Q4","2004Q1","2004Q2","2004Q3","2004Q4","2005Q1","2005Q2","2005Q3","2005Q4","2006Q1","2006Q2","2006Q3","2006Q4","2007Q1","2007Q2","2007Q3","2007Q4","2008Q1","2008Q2","2008Q3","2008Q4","2009Q1","2009Q2","2009Q3","2009Q4","2010Q1","2010Q2","2010Q3","2010Q4","2011Q1","2011Q2","2011Q3","2011Q4","2012Q1","2012Q2","2012Q3","2012Q4","2013Q1","2013Q2","2013Q3","2013Q4","2014Q1","2014Q2","2014Q3","2014Q4","2015Q1","2015Q2","2015Q3","2015Q4","2016Q1","2016Q2","2016Q3","2016Q4","2017Q1","2017Q2","2017Q3","2017Q4","2018Q1","2018Q2","2018Q3","2018Q4"
"JPN","181.2596604","183.2115067","185.6396942","187.5727484","189.8775638","191.2320792","191.6695641","192.0501391","192.39413","194.2768045","194.5501033","204.1850137","210.7852001","215.5635029","217.4829003","214.2857892","209.6741537","201.819109","194.9981477","183.7972691","173.7968305","169.2962738","164.341182","160.7024471","156.4868878","153.4516177","150.7852012","149.5330862","148.7990494","147.5155307","146.2379529","145.191604","144.0109818","143.4546547","143.4313148","144.3906129","146.1101092","148.3996764","150.4853346","153.0058903","158.2801002","154.3520035","157.2872694","161.1289222","163.1791508","161.4918513","164.59569","164.5428366","168.4172297","167.9361025","167.2182911","167.5687967","171.8686507","168.4355291","167.5343841","168.9802862","168.5383437","167.913711","168.6075209","163.6266943","167.0475627","165.9224983","161.7381511","160.6181552","162.5644991","162.9456058","163.8562804","166.7365728","169.2400231","171.7534885","174.569707","174.3097413","172.4464384","172.3945963","170.7371681","173.3907689","170.9734563","174.8323603","175.4588804","175.2561196","181.7002821","185.5637183","187.4996613","184.1466184","185.0634405","183.9384826","179.6053127","175.7798384","171.2790359","173.2260372","170.4184471","165.3778787","164.3008632","161.9043758","159.8065809","159.5595553","156.6008382","154.3502076","156.0675473","153.9488651","153.1199312","151.2524827","150.2754488","148.3106299","151.1352152","147.9250022","146.7115955","145.4925095","144.9526272","143.795552","142.2487557","140.3867608","139.5699193","140.6162393","140.3448156","138.5894291","138.2568765","137.8915618","136.7728039","135.8532679","134.8797673","134.2951298","133.9958818","132.4810255","130.1331075","133.7902187","132.3203316","132.3436786","126.1591414","127.6627338","124.9490826","124.5986719","121.9297866","120.7999528","119.9798648","116.698075","115.7819891","112.6989448","110.7137205","109.2666877","108.4990531","106.3047852","105.2472837","105.5574569","106.0025145","103.2504256","101.795406","101.9519553","101.2499608","101.7913397","101.563245","101.9769258","101.7005819","106.0760265","103.9771026","100","96.77036906","98.32490207","98.9197704","97.95539931","98.42330044","98.13458047","98.5181519","100.1235553","99.9638203","99.22369489","99.28437467","98.7513806","97.8552302","97.88331488","97.6811195","98.39108905","97.81318284","99.1204799","100.2883731","101.3111535","101.013295","100.2841654","100.587733","101.1225302","101.5151763","101.1301709","101.6731232","100.9332248","100.8001899","103.3692352","102.5719607","102.8246564","104.2698879","104.7122916","103.2497661","103.4561645","103.6916523","102.7993822","102.5745268","103.1338027"
"KOR",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","335.7612307","317.0882612","304.1940194","294.3652846","281.1477594","267.8995436","263.7193661","267.9201432","266.9583593","267.5027913","269.069839","262.7815267","265.4168329","273.7173241","268.4161666","264.6932652","268.493575","270.8543568","265.6877373","264.2083391","254.160524","246.9510698","235.8131136","221.868962","210.5916525","200.1337161","194.8225516","190.7596336","185.2858031","177.3078683","169.7446134","162.3737742","155.0982098","149.009424","144.5092725","140.2182369","136.1499686","132.3491348","128.7070706","124.5674695","120.3869553","117.6090793","114.900466","112.872488","112.8030837","112.6232648","112.0365004","111.2371262","107.943726","100.2999552","97.43835576","95.32039902","95.47728725","95.09380074","94.84062983","94.03924634","93.6236805","93.13470387","91.96261612","90.83496079","89.7518126","90.00279196","91.71075651","92.60369275","96.75426611","98.5333525","100.2542997","101.6466715","101.3694825","102.0592876","101.8631805","101.3550667","98.99886859","96.68694432","94.21816541","92.11193314","91.76639568","92.01452624","92.21325679","91.68521745","92.12922253","92.91425933","92.84822606","98.1846828","99.40215246","98.69399588","98.42436265","98.87199346","99.34205627","101.193943","101.7412215","100","98.65401397","98.08664121","98.3846949","98.25645158","97.11859957","95.72100329","94.0724961","93.70817526","94.32171211","94.93140222","95.57179362","95.7685095","95.31012088","93.9283744","92.21695137","90.5531807","88.9166665","88.30344499","87.57333136","87.44108504","87.63497757","86.80444164","86.03607292","85.05421665","83.9014021","83.56015274","83.3170817","83.22876454","83.38221853","83.28126067","83.24856231","83.09756644","82.73262722","82.20003845","81.56429169","80.71405983","80.17593284","79.46423873","79.19755097","79.10469125"
"LTU",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","84.71347716","77.02357256","73.88739325","80.98630731","84.43468317","88.17462678","86.06556372","85.08414711","79.7246483","75.8718749","72.87973056","68.71133273","67.44233651","69.80393117","73.86294137","83.68615708","94.80253375","96.95668422","97.34356456","93.98304179","85.19365845","81.3051811","77.59938485","74.31687273","70.92084763","70.06735479","69.78790886","65.05621117","65.91682667","64.71744095","64.47927173","66.3910804","65.4304326","66.20896268","66.67756645","70.5479184","75.23026928","74.3552573","75.21658366","78.15208158","83.14308478","91.01836146","98.05730116","107.631712","116.5000275","115.0932947","108.8614923","108.359287","108.9851335","118.7448235","118.5080519","119.181631","111.9194716","105.7124648","103.3977461","100","100.5844375","93.6013338","90.71397278","87.11914806","79.17260288","77.03786843","74.96612042","73.19541563","68.82353804","66.86232502","65.46169281","64.49184413","62.32601964","61.92586791","60.25507995","58.90254503","58.34601625","57.09880256","56.4827616","56.29209714","56.36359244","55.10351029","56.34394735","56.41232463","56.74216177","53.88381967","54.95577954","54.81810384","55.5174342","53.33097167","54.99386492","54.74143702","52.94113609","51.08516134","51.80174367","51.3215502","50.85629547","48.61606135","49.46037862","48.31684599"
"LUX",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","99.62441089","97.95226942","100.9319834","99.20501946","98.41741822","100.0191733","100.0976732","100","98.58282861","97.53564672","96.45959318","97.05468164","101.2317853","98.14820552","100.2653627","100.7458518","102.3783902","103.6786826","104.155255","105.77044","104.2201635","104.3061187","104.4868166","105.8931202","108.3103495","107.9935291","108.9833739","108.8149041","106.7688046","108.8238107","110.1009861","111.3608443","113.0487774","115.2079774","117.993845","118.2776463","122.278432","123.8669128","124.6748035","125.0117004","124.4030757","124.3582388","123.3720351","123.5913926","128.1077554","126.0965267","127.5541182","128.5399011"
"LVA",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","115.753486","117.4644514","121.6166765","123.1879023","140.1391742","159.2634949","172.1227877","180.716916","187.7710543","185.2718779","178.9753916","177.0261497","166.4212739","157.4431006","145.7733486","135.6136622","128.4744138","119.9971968","109.7197471","100","91.96214041","70.09498792","70.20271658","70.3389176","72.00896213","73.01640276","72.24320005","70.6709722","67.67820683","66.00183893","64.36741616","64.39958015","63.34462765","62.89396291","62.25834046","61.4476506","60.33857912","60.04839937","59.58245338","60.10060644","59.78162275","60.09440409","60.43647807","59.4978131","58.73945154","57.93706144","57.61313463","58.18150303","57.61226727","58.4508175","60.05230866","59.86580126","58.14584987","58.28497575","57.89826237","57.40374999","56.0209742","55.20089175","54.18611526","53.01631118"
"MEX",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100.1033867","100.9425379","100.7812058","99.45835348","98.83898367","96.9901539","96.572076","97.20794498","98.69972171","99.54573858","98.26158705","95.98028912","96.97431447","95.27758585","95.83473646","100","106.4145532","106.6008985","104.6540958","102.8595435","101.163288","101.1071004","101.1485312","98.89983579","98.44863727","96.88030164","96.88547094","94.7731782","96.12724758","95.46192933","94.40676912","94.84284247","95.92983851","98.5443345","97.07303737","96.52011224","97.00892732","94.73260522","94.90317169","94.98827513","97.02066329","96.0129208","97.14978556","96.90485006","99.01229944","97.93895823","96.85543071","94.99149549","94.68094855","95.4901044","95.21226557","96.13256634","96.9286683","98.94999167","97.86043841","97.78831066"
"MLT",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","83.50670464","77.91069693","83.70837152","89.64086968","83.82346103","81.81439595","88.59733185","89.37453188","87.58126111","81.34760497","91.37550049","95.46821723","92.17233155","86.88060433","103.7289927","101.8382634","104.8110344","117.2530044","117.7741265","116.9266984","116.9128191","117.6873915","119.9088895","121.5843906","117.0414029","121.5290506","117.42307","118.0251006","113.0340467","114.1061365","111.2538026","110.6929237","105.97697","104.9129992","101.7048978","100","96.08842748","99.20981694","99.7618129","99.17124499","94.08609282","93.41663429","94.92299029","91.09788664","88.6507613","90.4337395","93.51359345","93.57573662","89.7132006","86.81735227","88.62406806","87.79789406","84.56545924","83.27026732","85.40317114","88.63875577","82.44996603","82.86228543","83.93907085","84.80770974","78.40585926","78.39553315","79.56147571","84.26856014","82.31791316","81.42687085","85.41113692","91.59302458","86.79487691","87.35551988","89.0876378","93.27436642","92.00823713","95.28037916","96.24376409","97.38159312"
"MYS",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100","101.1176422","97.80123911","93.39903508","93.38375158","96.31866568","96.32362416","94.93861181","93.96197129","94.67527266","96.11224819","98.37266777","100.1162172","101.9715088","104.0156147","108.1606678","110.4996203","113.8048037","114.3841296","111.328327","112.448321","114.6449565","117.3195542","116.2966775","119.2782872","119.7872713","121.3646867","119.5298513","123.7241568","123.5458765","123.3355391","119.9766574","119.8085143","121.1500905","121.0326839","119.1070154","123.3182569","121.4888817","114.3389314","111.9896016"
"NLD",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","68.99996183","66.45926388","62.57720365","62.12609963","61.21281816","57.12518597","54.4278476","51.24129584","48.23601972","47.24987051","47.95927387","47.4560369","47.98260003","48.86506742","48.59286972","47.40915199","46.90568554","45.81235859","45.66801183","45.3910291","44.46032315","44.40794899","43.67075912","44.26502543","44.65935579","44.66385825","45.60871305","45.97350751","46.67844704","46.95169846","46.99982676","47.46787644","48.28069718","48.69017612","48.83122121","48.39323778","48.85799401","48.40605688","48.43819118","47.86690162","45.1654236","46.38975936","45.65179213","45.16848128","46.51504237","46.479652","46.31385677","46.87837442","46.757828","45.60795224","49.04677242","49.44370855","50.95938446","51.41192412","52.44826979","53.52432061","55.08682472","55.52753273","56.59245419","56.62256903","57.05419246","57.40651363","57.95606042","58.75605888","60.11523179","61.16360769","61.88659614","62.84304271","63.58325911","64.37438537","64.97196766","66.09576259","66.56320715","67.50475682","68.63979145","70.29607457","72.25360157","74.68108591","77.45104529","80.3220159","84.33612497","85.63834601","86.62388625","87.15363221","85.86062958","87.08031262","88.24508421","89.39932508","89.85712653","90.97192588","92.03057306","92.4542265","93.47162614","94.12220193","94.17634248","95.43184479","95.95273593","96.75481325","97.64263109","98.23701843","99.84323287","100.1467349","100.0339424","99.76425462","99.86434144","100.215225","99.97356005","100.1989543","100.5007711","100.6286081","101.2687535","101.7592563","99.95907716","100.4895391","101.5900607","100","99.66518784","97.25130009","95.7416946","95.4331888","95.33903649","95.18524273","94.16488647","93.20945354","92.37842484","91.3185442","90.20380605","88.67765337","86.71469929","85.66363889","81.71438965","82.07267168","80.02055917","78.34155198","77.8572693","77.37493178","77.07534031","77.43956764","77.10699739","77.46184374","77.99434643","78.6630659","79.2583678","79.4259961","79.91763023","80.51639324","81.5271188","82.57274284","84.03872318","85.16443143","85.71248037","87.19310409","88.44657859","89.36208828","90.60783343","91.59407516"
"NOR",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","83.56520762","82.82301512","83.50842379","82.264286","84.21937313","83.12693211","82.01219331","81.10228653","81.86535994","81.62362113","80.24390132","79.50549575","78.00673452","77.06377607","76.54063567","75.99730668","75.820997","76.14005882","75.90821291","74.8303701","75.69835782","74.85687027","73.36259448","71.56242536","73.3011483","75.30839891","78.09528609","80.77889905","82.77007168","83.21034074","86.67051774","92.41937763","99.60655374","103.8051763","106.2007987","106.9048741","99.79398769","107.2039129","104.9822741","106.0793173","104.2028302","103.0181922","102.1556065","100.3606302","96.99069278","92.55336099","86.61692564","84.29382361","82.54532569","80.64101457","77.35865197","73.34999351","72.03088478","69.90228254","67.901487","66.50025752","64.05699753","62.42029759","61.38725545","59.79584222","57.25507935","58.13651714","59.17519504","61.25084068","64.25472611","64.03051789","65.70007186","65.44504424","65.24227988","66.14728438","66.90667048","67.7186455","67.94782","68.52502973","69.5365759","70.90611393","71.72668506","72.65044927","73.71738765","74.52683117","75.98285141","76.22123114","75.64141173","73.75591576","76.80017218","78.44839319","81.76101558","84.53442827","85.95867727","88.11639107","87.94831382","89.41187935","91.69716947","92.74186807","94.39126876","92.47726726","92.10749022","91.01083308","87.41875929","86.51434107","84.51295275","83.61102729","84.34431965","86.66906693","92.31974462","89.79274129","88.95544128","88.57227686","84.34247334","86.64521192","91.75139513","95.39016356","103.1401077","106.7107046","109.5265375","111.4399101","113.5722029","114.508527","114.0229688","114.4792973","111.8488416","109.2938031","106.6772337","100","102.8211148","103.8315001","105.2486727","105.3015024","107.450547","109.2091136","109.7679751","111.2291034","113.2427696","113.6723695","113.4519628","114.736201","114.4003592","115.6764676","118.3877519","118.2819195","117.7217343","116.6064862","115.3183672","113.8058856","114.3670847","114.3223637","114.3912198","114.6659248","112.2657407","113.1060476","114.387226","114.6355136","117.0664537","119.4382997","122.8277934","125.0989605","126.7539709","124.6126591","122.1846988","122.4579222","120.9767058","122.3133852","121.679849","119.6629689"
"NZL",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","60.90117756","58.19308648","56.80916293","55.94744261","55.38252451","56.86397094","58.52406146","60.26182206","60.56280803","61.38324426","60.82128972","60.41456903","60.54745922","60.5667706","61.17580304","61.92735924","62.57878569","62.76970089","62.32205861","61.87978054","59.34416399","59.15144314","60.12226809","60.63529008","61.45379011","62.50612053","62.56217511","62.56106749","62.78699683","63.24188678","64.19547399","65.63053748","69.50551348","71.01618183","71.96915675","72.30573914","71.77308491","72.16003641","73.34105561","74.47878398","76.02395541","76.61740916","76.09035929","76.70918189","77.3584719","78.13542276","78.22406885","77.90197062","77.35092676","74.67370141","73.20039052","72.43896604","69.35587433","70.5767784","71.34542091","71.45352949","73.40202441","72.82903882","71.82715241","70.38886709","68.53682682","68.8263648","69.72413594","70.97516264","74.42384253","75.66751879","76.67117185","77.9022573","79.76789808","81.7442944","86.00663276","90.46518075","91.99307133","93.90181453","95.40405226","97.15559899","100.6847046","102.8416265","104.5088029","106.1816763","107.47027","106.7974883","107.2729968","108.5723864","108.2997635","111.4951948","112.3109681","112.2177014","112.5744067","107.194498","103.9638619","100","97.8653767","99.0155098","100.3540317","101.3439437","101.3332327","98.89085384","96.5557213","95.18974099","93.50480627","93.62264654","94.29796805","94.42728317","95.62557906","96.34913395","97.33466077","99.05256418","99.73031559","102.0044334","105.2281194","107.0025832","109.2065701","110.1194099","110.0513541","112.2790321","115.8508828","118.1044371","121.8088357","120.1869188","122.2935215","128.0777058","131.8693832","133.5764945","135.7242807","134.6660847","134.9642714","137.0346945","137.5635477","135.5491086","135.031932","136.6691105"
"PHL",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","222.641913","213.9445005","197.6654416","172.9875101","190.4414692","181.0035036","166.3795645","145.1201096","162.0282577","153.6541623","149.873885","128.7158773","142.0283107","128.7819731","125.8442484","111.582242","128.7288034","121.2327128","121.0300595","104.1813225","119.2083883","114.1111001","111.8705258","96.3882924","108.9030558","105.6272684","107.3963903","96.26427558","110.5420364","103.9582541","107.5610867","94.95473351","109.1658513","103.352828","109.0563074","96.24991341","115.3793884","110.0579301","114.5456328","102.1971515","119.9404464","112.9279927","112.7184797","100","120.9801575","111.1306875","110.6034215","93.59612648","106.6110958","98.25873929","102.8592313","89.12003316","103.3024831","98.03989983","103.1861018","88.48335668","108.5208239","101.2324222","104.2864723","91.1396715","106.5985406","105.5129019","110.4483424","96.89740606","112.5688476","104.5778205","111.619542","96.17131339","121.4793897","113.8841935","121.4875171","104.9050839","126.2827624","117.0405469","124.2404029","107.5997937","130.0426531","121.3103079","126.934102","111.1742438","132.8653899","123.4771396","131.5243987","117.9322983"
"POL",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","71.96610402","74.68643011","82.81918275","88.2345801","96.39627876","105.4513525","95.98818858","94.69504124","94.03319418","100","94.33571014","94.13519901","95.41465095","94.66989534","82.42143775","77.28760985","74.97377192","73.50954636","68.53005187","70.07408544","66.97767218","65.31679283","63.23452033","65.19279206","63.20241752","61.75779083","63.73886119","63.77832309","64.2913278","63.83356975","60.77393392","60.15898218","59.36182252","58.39004694","56.85732201","57.09667545","56.6252217","56.49466528","55.21507063","53.61006287","54.47214127","53.53296642","50.55794189","50.77442198","51.08930212","52.61122277","50.5522323","53.06751411",".","."
"PRT",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","136.8393785","135.4395901","134.6710543","133.1518673","132.4293025","131.6834445","130.4633664","129.3620082","130.46911","128.7362312","128.3241511","127.5506242","124.8542622","123.8745406","123.5928522","124.0758504","126.178207","125.8280464","127.650734","126.5666896","127.2952413","129.4014449","129.0190525","131.3121983","132.0314653","130.4278577","129.7212247","128.3241455","126.36857","125.7486169","125.2231609","125.8962382","126.7781566","126.1132861","124.446093","123.5737214","122.5607853","120.518408","119.4319718","118.2958975","117.42706","118.471469","117.5935438","117.5406353","117.1872827","116.8502303","116.0295259","115.2505279","114.1698371","111.9254007","112.1016559","108.5980012","104.3944738","101.1468857","98.01611571","100","100.9716287","102.3376375","102.008313","101.4502523","100.3234292","99.61703783","99.53643364","99.32405498","100.3801345","98.9148995","98.84785086","96.51651726","96.21241968","94.72170266","93.58093055","93.64971468","90.49153","91.0558307","92.59064633","95.22734891","96.81723779","97.46197271","95.00703985","95.25555495","93.65067804","95.61732139","95.59674787","96.42195516","97.4248143","98.43859514","99.36577867","100.2334593","100.9888204","103.100346","106.4063723","106.9301332","110.2076095","109.9492152","110.5900743","112.1956458"
"RUS",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","65.12457734","61.64824704","58.48367063","60.42874438","64.34250971","64.17476158","64.94369662","69.11417768","72.0871764","72.26654568","71.11575775","71.15798179","72.02792889","71.62865932","71.32667604","71.19173902","72.83632244","71.87090982","71.49485052","67.62825049","71.83222408","68.84917416","67.92526646","66.55521517","72.09587977","76.78500311","83.628258","91.72564423","99.96496779","96.74521598","94.90505816","90.42513182","95.09284336","92.94096602","92.55313046","100","112.2463233","103.4369619","95.89977026","92.14381048","95.86607979","93.68552428","91.12291084","85.58750915","62.09200566","60.10491251","59.13307814","58.01220423","60.07344309","60.3693495","61.2153765","61.61195553","59.46811089","59.46003555","58.44398135","57.79597459","56.42605615","55.06937742","54.62470911","54.85109302","55.39040053","54.5676972","51.68588557","50.92648482","50.76703175","49.37351899","47.90279017","46.87676328","45.30209984","44.50940618","43.40814189","42.56375625","42.04923728","40.08625645","39.66854355","40.3786025"
"SGP",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","120.4972929","112.4736414","99.90348343","92.96816129","99.00418881","104.9901727","111.9869998","115.8131684","117.6162277","115.2983568","106.5497162","101.8220091","103.8978322","106.3703792","107.0809473","103.3089852","97.83683711","94.94573559","96.74942273","96.20855627","91.67102036","94.92315162","90.42416017","86.93090964","82.61626978","81.81500236","79.25953927","77.65417377","79.1043607","77.84282988","76.5337888","74.55380559","77.37034824","76.40677237","76.86512502","76.74703726","80.54116069","82.56591294","87.24875072","91.93829052","102.3732192","102.9506651","99.67629307","100","88.76760271","80.09025503","88.11566661","90.9900936","94.54598798","95.4433346","98.02341397","97.67602983","98.74355345","100.676185","100.0636816","100.0411029","99.53419347","98.65183234","101.2939781","100.6028259","101.3867073","100.7387066","100.0649729","98.16618235","97.91888627","95.82909216","93.84251293","91.49518039","89.78939349","87.99452024","85.23476282","84.64805779","85.68232256","83.6376529","80.84814105","78.48634447","76.64125608","77.65146139","76.84682801","74.73704025","78.16021729","79.87493563","79.24028447","78.80776017"
