"Country","1970Q1","1970Q2","1970Q3","1970Q4","1971Q1","1971Q2","1971Q3","1971Q4","1972Q1","1972Q2","1972Q3","1972Q4","1973Q1","1973Q2","1973Q3","1973Q4","1974Q1","1974Q2","1974Q3","1974Q4","1975Q1","1975Q2","1975Q3","1975Q4","1976Q1","1976Q2","1976Q3","1976Q4","1977Q1","1977Q2","1977Q3","1977Q4","1978Q1","1978Q2","1978Q3","1978Q4","1979Q1","1979Q2","1979Q3","1979Q4","1980Q1","1980Q2","1980Q3","1980Q4","1981Q1","1981Q2","1981Q3","1981Q4","1982Q1","1982Q2","1982Q3","1982Q4","1983Q1","1983Q2","1983Q3","1983Q4","1984Q1","1984Q2","1984Q3","1984Q4","1985Q1","1985Q2","1985Q3","1985Q4","1986Q1","1986Q2","1986Q3","1986Q4","1987Q1","1987Q2","1987Q3","1987Q4","1988Q1","1988Q2","1988Q3","1988Q4","1989Q1","1989Q2","1989Q3","1989Q4","1990Q1","1990Q2","1990Q3","1990Q4","1991Q1","1991Q2","1991Q3","1991Q4","1992Q1","1992Q2","1992Q3","1992Q4","1993Q1","1993Q2","1993Q3","1993Q4","1994Q1","1994Q2","1994Q3","1994Q4","1995Q1","1995Q2","1995Q3","1995Q4","1996Q1","1996Q2","1996Q3","1996Q4","1997Q1","1997Q2","1997Q3","1997Q4","1998Q1","1998Q2","1998Q3","1998Q4","1999Q1","1999Q2","1999Q3","1999Q4","2000Q1","2000Q2","2000Q3","2000Q4","2001Q1","2001Q2","2001Q3","2001Q4","2002Q1","2002Q2","2002Q3","2002Q4","2003Q1","2003Q2","2003Q3","2003Q4","2004Q1","2004Q2","2004Q3","2004Q4","2005Q1","2005Q2","2005Q3","2005Q4","2006Q1","2006Q2","2006Q3","2006Q4","2007Q1","2007Q2","2007Q3","2007Q4","2008Q1","2008Q2","2008Q3","2008Q4","2009Q1","2009Q2","2009Q3","2009Q4","2010Q1","2010Q2","2010Q3","2010Q4","2011Q1","2011Q2","2011Q3","2011Q4","2012Q1","2012Q2","2012Q3","2012Q4","2013Q1","2013Q2","2013Q3","2013Q4","2014Q1","2014Q2","2014Q3","2014Q4","2015Q1","2015Q2","2015Q3","2015Q4","2016Q1","2016Q2","2016Q3","2016Q4","2017Q1","2017Q2","2017Q3","2017Q4","2018Q1","2018Q2","2018Q3","2018Q4"
"SRB",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","184.9793736","206.2564584","227.5335433","154.2061353","190.5502064","220.2687267","249.9872471","129.6561671","133.7127388","136.8699687","140.0271986","110.473318","110.2535044","111.8173215","113.3811387","110.7114375","125.2281402","129.2191144","133.2100887","118.3199364","124.9177954","126.1360129","127.3542304","106.1929602","112.5980409","116.2739941","119.9499474","100.6307807","100.089123","101.0472132","102.0053035","87.0601353","86.31473653","88.73245217","91.15016782","82.97282575","87.19568445","93.59784223","100","99.97188391","105.0329968","106.2470968","107.4611969","103.1262567","105.7565631","109.1393881","112.5222132","99.43238809","98.37169981","95.14436592","91.91703203","87.52229931","88.32100012","87.98325251","87.6455049","78.33197495","76.02868009","76.66979406","77.31090802","78.0719724","79.93570264","79.8692579","79.80281316","78.81654286","81.02692986","79.65745096","78.28797205","76.10300972","77.93090606","84.02136116","90.11181625","83.49722046","81.7555934","82.84061294","83.92563248","80.9356456","83.54727655","84.74768773","85.9480989"
"SVK",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","78.13648463","77.26718018","79.757118","80.44766564","83.23991864","84.55735039","84.61783761","86.86123109","90.22871016","93.81688044","99.7557807","105.119408","106.4160342","108.835145","103.9567529","100","92.91925183","88.21677049","92.36879961","87.48510651","86.63187193","85.72566171","84.81757218","84.79344261","84.79724197","82.96629275","82.71565531","81.1923208","79.648889","78.60446298","78.84054135","77.38634503","78.96919002","78.71772127","78.23679689","77.88965427","77.72556778","77.8842749","77.2104105","78.28815153","78.49248691","78.88393669","78.91930437","79.61133972","80.91645476","81.90302531","82.96806221","83.82144338","80.94691067","83.89601473","85.4728681","85.30467518","86.16499289","85.00232331","84.17834056","85.81869675"
"SVN",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","78.86848476","78.5493809","79.84452133","81.04683692","82.2367546","84.05363807","84.08805937","84.11299","89.31466823","90.45114701","91.23443182","91.41866813","94.42166401","99.01187214","101.6493424","99.39158618","106.5179694","108.3828186","104.9325539","106.3149027","104.7987988","102.4537696","101.5501103","100","101.2328719","98.6054687","98.11165741","100.3968928","105.1871064","103.7849095","103.2927166","101.7710855","103.5278457","103.7025793","102.584401","100.2946023","98.89318983","101.5118426","96.93651768","95.75457363","97.17759938","96.06267442","91.90929388","88.3523958","84.7560731","83.29623637","81.51873744","81.67208764","82.42500165","84.03805449","84.02101737","81.24303726","82.25306603","83.35218364","83.30271872","82.84973091","83.65103144","84.32380256","85.15078867","85.81672914","87.32796753","88.16526448",".","."
"SWE","112.3012813","111.254158","110.891513","110.639083","109.0871917","108.8910508","108.610483","108.1623638","109.8272593","109.1560874","107.8858268","106.3684191","107.8805736","105.5188798","102.517943","99.78722028","98.17257935","96.15965246","95.91811296","97.89970524","99.22888668","100.3481623","100.8813764","100.8673999","101.6775417","102.0657436","102.3677813","102.5653476","103.8388569","104.6121958","105.3007659","106.0472422","105.8958019","106.9255532","107.8624648","108.43648","111.2625385","110.1614878","108.4812084","106.6918068","101.2731536","100.4630054","99.52932305","98.57836853","97.23251218","95.29879106","93.23049831","91.09397818","90.44986999","88.3645132","86.21881853","84.24502844","81.74607951","79.99026012","78.41176117","76.9884933","76.47084616","75.48482177","74.4296537","73.5400322","72.17267666","71.4161417","70.65772457","70.2570142","69.89670125","69.87351468","70.241131","71.26258331","71.96723711","72.86385869","73.99615239","76.61152213","79.49636506","81.39472859","84.08358041","85.25792828","88.20628537","90.20096385","90.8982476","90.03642992","93.84396101","91.70402907","89.25770824","85.83427646","85.78138252","83.21455022","82.264152","82.03543375","76.53489635","73.97372426","71.29395445","67.07396336","63.1131721","63.31229541","61.11055547","64.78442887","63.88879923","66.71821329","65.40747658","63.58280224","63.5200289","63.62818981","63.53189308","62.32648604","62.78578202","62.16477632","63.99705578","66.10983037","66.28393618","66.76990724","67.86741111","68.96006203","70.24657557","72.79139838","72.16262497","73.54757306","73.25207688","74.38067904","76.03324958","76.1042123","74.36678852","79.87390073","78.2808453","80.20880479","79.22017003","78.4399472","78.19433007","77.79996252","78.32500605","79.050666","81.03264544","82.07119972","81.96391031","83.04862757","83.50672039","86.28906595","87.64930929","89.69734511","90.1218459","92.30586567","92.69826506","92.48901514","95.97350442","98.22921368","100.4456677","101.6918847","101.9300312","102.0795029","103.1438428","108.6172457","110.5310666","108.2166441","104.6510221","105.6528295","101.4507358","100","99.88527852","99.05681333","104.1977024","107.900786","106.9551954","107.2527926","107.4151112","108.165502","107.2921055","107.9877483","104.1651237","103.2609065","103.0592015","103.066637","103.4331525","103.9363552","104.1345477","106.0897886","106.8865416","109.470741","110.2847535","112.8953813","114.4977572","115.7692739","119.434236","123.0416656","127.9642038","130.7961225","130.9675375","129.0479397","132.9992254","133.8217602","135.8319445","136.9159711","139.1218074","136.5277656","129.317508","130.4922129","130.4092089","131.5254639"
"THA",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","178.7538539","189.7163591","178.8953346","173.5781637","156.5998294","165.9924625","163.6858342","156.7995906","146.3319843","150.976862","156.7866387","150.5227255","144.7887802","146.3229747","139.8761934","136.4593739","145.4536677","154.736534","154.0465561","147.4322305","149.0757622","147.7643038","155.6199467","144.3381225","143.1743269","119.5122745","141.7321466","129.1887314","128.7723134","138.5593203","132.6203691","126.8835563","127.8969015","126.3527576","124.3327374","122.2528104","117.7257588","120.6205263","119.5670621","112.1639932","109.8256685","113.5081785","112.8295522","108.2924341","107.7486916","109.76982","107.9630956","102.7914703","106.0912059","109.4676939","107.0664521","102.0542966","98.83033194","103.2692887","101.2353348","98.11136156","93.42614543","97.35676207","96.89613334","90.30910685","85.74582963","89.23409739","92.74025374","100","98.12884473","99.5169403","98.90883113","94.54852471","86.89893996","90.84438873","93.11190785","90.1658357","85.62283034","92.21501463","89.03861321","94.90265519","85.20166055","87.27062329","86.54786949","84.14581539","84.77093041","90.99195562","92.32354849","87.51513301","88.60990166","93.21860871","95.67112285","90.76637684","91.62111354","93.00331396","92.12127394","88.13292073","87.58979219","91.6603053","88.49120382","82.87960782","82.07427759","84.35668951","83.65304123","81.25216401","83.21877433","84.41274084","84.69348699","81.04072594"
"TUR",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","123.4108875","119.7210614","114.7239147","112.2357688","107.459182","100","101.6177111","97.60880115","97.97104394","95.79477232","95.21858813","92.6232122","89.7644785","88.2934717","86.59890475","85.836063","84.00177897","83.21153518","85.63319627","85.17182575","85.34792608","84.43421092","84.21854672","83.65622773","84.20037708","85.28959294","82.86846482","86.98053894","87.77995516","88.62258257","89.80273629","90.66902093","90.98922578","92.20305457","93.68929407","94.7646593","98.05033872","91.35079844","93.31453621","92.20598208","88.92863901","86.71704284","85.66850481","85.17286238","81.57233711","85.78162269"
"UAE",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100","98.74003167","96.87428962","95.94378339","95.57868975","95.36956713","97.00181672","96.50866924","96.28619308","95.62803844","96.35252773","95.68576204","93.72031741","90.13999417"
"UKR",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","19.23132998","19.83341582","20.16987555","19.1716613","19.62217031","21.24066565","24.04383284","22.60447709","22.3531417","24.91362103","26.97142958","26.72645267","28.55936728","31.7989373","36.10415536","34.86207384","36.41402284","38.45805323","41.03201742","45.29546449","52.32846903","60.6368889","64.93686059","65.67300484","73.51606488","84.01835986","96.20371493","98.03896613","101.1626051","103.2656492","105.1522034","105.1490515","106.4438422","109.2140921","100","60.30388073","52.84979823","53.73298336","57.76030755","56.91809342","60.97401457","60.129031","61.04161325","57.087363","57.85406513","58.5249295","58.10963251","59.07737545","59.20462882","59.45913555","60.31809578","61.9109214","62.41864807","61.30799597","60.57813888","60.62199713","42.81087568","40.30769105","38.83145396","42.44246749","42.26532864","42.05276202","41.87562318","40.46779267","40.29558929","40.12338592","40.05450457","38.25047417","37.81580969","37.01335219","36.54525199","34.85120949","34.52881162","34.3353729","33.81953631"
"URY",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","5.793624036","6.839724208","7.88582438","8.061944638","8.773734036","10.097982","11.42222997","12.13696656","13.08063673","14.85289533","16.62515394","17.14290308","18.64236567","20.54248707","22.44260847","25.03110487","27.14762718","29.35167888","31.55573059","31.60196266","33.12971844","35.14657851","37.16343859","37.26109945","38.73591957","40.03722992","41.33854028","41.53980833","43.12226074","43.86152288","44.60078503","46.66545114","47.04087527","47.67559787","48.31032047","53.08654521","56.78981147","61.91823059","67.04664972","62.06780493","54.6371463","55.03017145","55.4231966","57.92586793","56.3097083","56.15469956","55.99969082","64.60380893","74.6169305","75.70519021","76.79344992","76.65153047","79.84823809","82.89381854","85.939399","82.02599969","83.32531524","84.90442217","86.4835291","83.89223703","84.56595056","87.46762058","90.36929059","88.730464","92.62028081","91.1166591","89.61303739","86.52606848","89.33308043","94.66654022","100","98.77744147","101.1971104","101.3444531","101.4917958","96.34957752","98.03488774","99.82959663","101.6243055","99.47093291","101.8528117","105.0257072","108.1986027","108.1064332","111.2881991","116.2768515","121.2655038","119.5418711","122.7296786","125.766871","128.8040634","62.62703219",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"USA","120.4890589","118.7388038","118.1898935","119.3686931","118.651619","119.2095914","119.3850426","121.0739062","119.0362937","120.688836","120.3676851","118.108025","120.4002958","120.0798543","121.1490614","120.7245514","121.6522054","121.7251302","122.3860847","120.9990029","121.7319488","116.6887726","116.2918684","115.9938349","114.9606499","116.4948171","115.8693431","115.9914587","116.6596147","117.9343325","118.4647846","119.0765895","119.7090583","119.9751624","121.475817","122.5486195","123.9004942","125.1457599","125.0667732","125.0945304","123.3819231","122.4826226","123.2300651","119.6931468","117.8684392","117.9656658","115.6624984","114.6893482","114.4721644","113.1810987","110.8699744","110.8875367","110.8382037","110.4053139","108.5744059","106.4945264","104.8519077","103.9172492","103.1546029","103.3481723","103.895819","102.8808588","104.6947204","104.9386369","104.8246715","106.0366727","107.1176503","108.8923132","109.2647979","111.5415009","110.5304879","109.6705499","109.2595546","109.4729225","108.3794857","107.9723181","107.0936054","107.5915127","108.8153336","108.6281457","106.9193677","105.4564045","104.6530096","104.2412488","104.5731596","103.6004736","103.0144442","102.684017","101.5559459","100.1085442","100.1987333","100.160961","99.56213201","99.89936856","100.4338608","100.4344949","100.612979","100.1925502","99.80723432","98.72939896","98.34512596","98.30053993","98.21551825","98.05715784","97.74611471","97.15645773","96.89613727","96.53964511","96.10675288","96.11008764","95.72779475","95.33851644","94.78419186","94.9178227","95.18660467","95.99905941","96.57026166","97.53251905","98.13919931","97.85833538","97.15604872","97.54385014","97.61771132","98.66538778","99.16496819","100.711869","100.1437279","103.1932897","102.6613085","103.3107005","105.123791","106.3552704","107.4710328","108.113042","107.9924856","109.9067732","111.1598742","112.1476479","113.996959","114.6262197","118.4928848","120.0122775","121.7866259","122.1299039","121.2594251","121.1585395","120.4825285","120.0013889","118.8742393","117.6164446","115.6740645","112.7131225","109.1036738","103.3558645","102.130642","100","100.7189069","97.98956303","98.15907071","97.57656957","96.01795118","94.09332298","91.89477","90.09014592","86.60727153","85.4211256","85.15760439","84.89745464","83.30840433","83.91106686","85.45907027","84.09129669","89.26421954","90.56202706","91.45153138","91.78734227","91.31844259","90.7720179","90.73275444","91.10954334","91.7821364","92.01480686","92.34478334","93.74769153","94.56467799","95.63744373","96.55020782","97.22300118","97.20795634","98.38368374","99.23236673","99.96814719","100.3839006","100.8707372","101.2017148","101.2054389"
"ZAF",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","77.88364241","75.02090718","71.93072335","70.10246504","75.56839986","76.58732528","78.2112604","78.28715851","76.16286492","76.02890164","77.28247454","78.73344492","82.07300401","85.28021288","87.907159","91.63086787","96.68862432","101.854628","107.3596602","110.6925752","114.8895227","115.9670161","117.4576214","118.330796","115.8045667","115.9709129","114.5095603","114.6141979","114.676366","118.6599013","119.1170529","113.6537587","110.7208862","105.5219552","100.4948525","100","99.70314236","99.10749755","97.12694659","96.37737827","97.73586083","94.75081248","94.23546037","92.35825596","90.95849977","90.97259622","89.69899723","88.52534563","89.9672892","88.81640034","89.02576078","89.00520356","89.11590583","88.58803454","87.92462929","88.56460964","90.64377635","90.56389203","89.78693765","89.76313308","91.66751485","91.40139536","91.33682858","90.80083036","91.85882361","91.80929472","91.38095474","90.22083413","92.74413234","91.0188289","89.93990023","88.49724077","91.65064405","90.49767306","88.56617321","89.97603361"
